Vehicle_ID,St_01_Generic_Sensor,St_02_Generic_Sensor,St_03_Generic_Sensor,St_04_Generic_Sensor,St_06_Generic_Sensor,St_07_Generic_Sensor,St_08_Generic_Sensor,St_09_Generic_Sensor,St_10_Generic_Sensor,St_11_Generic_Sensor,St_12_Generic_Sensor,St_13_Generic_Sensor,St_14_Generic_Sensor,St_15_Generic_Sensor,St_16_Generic_Sensor,St_17_Generic_Sensor,St_18_Generic_Sensor,St_19_Generic_Sensor,St_21_Generic_Sensor,St_22_Generic_Sensor,St_23_Generic_Sensor,St_24_Generic_Sensor,St_25_Generic_Sensor,St_26_Generic_Sensor,St_27_Generic_Sensor,St_29_Generic_Sensor,St_30_Generic_Sensor,St_31_Generic_Sensor,St_32_Generic_Sensor,St_33_Generic_Sensor,St_34_Generic_Sensor,St_36_Generic_Sensor,St_37_Generic_Sensor,St_38_Generic_Sensor,St_39_Generic_Sensor,St_40_Generic_Sensor,St_05_Body_Robotic_Weld,St_20_Paint_Oven_Temp,St_28_Final_Legacy_Align,St_35_Final_Vibration,End_of_Line_Defect
11,47.68291153593769,54.60968189003808,54.01474963259747,48.65352387065853,44.78354397169231,48.78985062118592,45.11850481894775,48.425844089063446,52.44761517624774,47.57947842490372,49.26841753436935,54.430101400476026,45.822381286962724,47.82668527031667,46.89263492058922,48.71805194485914,45.40954305154393,49.11173884496619,38.87304833731889,39.570082578933636,45.27551190051982,44.08487869186078,49.96415183453641,53.70285847767205,54.59350735957001,44.454018089019996,58.21502384996501,52.450404486197314,43.647503973749295,44.85318893768441,48.27837034417707,46.27606197827136,45.62225829188177,52.144754251290344,41.50290600157095,57.839272506975576,95.04224816146326,156.36898489708855,2.6009554923775906,0.5959935411156192,0
12,47.671351232148716,54.25704968381327,52.24049106675512,41.38628337672864,60.119398087427555,50.16275277393687,40.19883130693716,45.539365806523485,42.07197139138854,54.30199540150352,54.67199313364542,51.92376079953345,48.06447325968811,54.26276311137292,48.555657468974026,52.38085326793502,55.932008833558726,58.19909661466914,41.45431432910223,64.09376563951434,45.336526299106794,47.10952953669381,42.6770912071223,49.691890014776476,55.86753282874695,62.306413757375196,46.870724389640365,41.593198815834135,51.09830946267972,57.88369432679278,54.585537557038755,49.69330904580535,52.40916454969321,52.45090912370435,51.16048731344385,53.384180584320404,104.13748604784638,160.29494690812734,,0.5275600162757114,0
13,51.20981135783017,43.421012958909294,47.068861528595,44.2363292443018,51.16017339251956,55.18575645152275,58.87031693203593,53.41478778440665,44.88054723973792,44.86509664130844,48.01152419331012,49.554483016404205,52.81115839706485,45.85395167580845,44.12099293313155,48.308497181771116,44.732875438924694,50.78173140439204,61.661369637100805,46.140617136419664,50.88418138785848,50.619253606397756,36.8105751951982,47.97484647554329,52.945189233677944,54.34918930428469,51.12711632456845,50.24562517389607,42.50029466109758,51.61693034272607,52.070000005743736,53.485464702247434,52.544901418941244,44.51314323751638,49.83955403917925,54.650713491408865,97.35163881977451,155.0806121377954,-0.5895753440370279,0.5194765136402587,0
14,40.43359877671101,47.670245109639744,44.768249821562904,47.98530075430364,50.017756366351826,55.631135051620745,51.57667457038872,34.76908375018351,45.12670221867697,48.83323706986082,45.08901278127758,49.9070531812481,47.23614161243884,42.74744477234156,51.31654829066966,48.768085977279696,47.10647059684758,49.523234221729666,49.5822113539068,47.48521598823748,51.01859192509957,52.341408543995,57.186335934087005,46.89838172346389,45.84790788063777,49.5813948935458,49.69295789712137,47.52774929043573,51.52628509067026,44.7494466271004,52.338693104318544,47.99513298762996,48.55411154441181,54.27596637245313,59.82788009342625,49.7029932299478,104.3082884146784,165.11349739764702,,0.5348891659064813,0
15,41.375410837434835,54.114942960016606,52.61485786948472,34.53387162527419,47.86808296475215,45.78934429190113,47.713540855544025,48.764816277664075,44.73763892520449,52.255018079654555,50.27206507100288,47.92605352250586,46.03779406846964,47.660539944815774,51.614347953494004,45.99933854789931,59.14007269966298,56.30003019440201,53.35171026851262,56.91435599078165,48.2490693424964,42.28142481915502,47.88655142437132,56.29943431245062,41.95857091160809,49.40157642784947,42.3870795066895,52.88738076444675,55.546471021401985,48.16931050905896,57.62686076088482,37.69611412300666,52.490160201996645,49.34208743418718,53.19710557354609,52.393775768810855,101.12681470191099,161.39146282246423,2.691606949289891,0.7596363240428016,0
16,47.188562353795135,50.20770920281947,49.64242995363509,53.203221600049275,44.84648674571683,51.81295637523435,47.54222352519689,45.16155107763113,46.959626134537125,50.32643116643689,44.155485707576396,50.04350234102284,47.97978528353661,51.07396090369041,57.81069127125305,54.070891322233095,46.63336062003087,46.62154702190588,51.35907425667251,38.65385131793765,43.18921534321302,49.82633693084846,56.72102556780399,47.57161868598513,48.82715939913456,43.05404146110992,48.705909180325364,54.78564405883371,55.972156211488866,44.60294897490641,49.504735837077284,50.2873054194115,44.16679126054293,45.31267424419701,55.64345414086637,57.173546200498876,105.01646913528226,166.65230199919594,,0.5598606968733908,0
17,44.93584439832788,44.63153576901268,43.303648422573495,43.13660450144465,49.02791178846808,49.96078578723344,50.73395268761886,50.013418352698714,61.002503155889826,52.44544748183309,53.045253117416614,49.41375268169052,57.07058453059392,47.69520787843606,53.066290162790665,47.357610817013544,59.34068124215933,59.919842832241955,47.01323030225553,55.19662699987366,53.73732270096758,55.92226462241753,52.10015273659275,52.5988931758132,57.197920825083344,45.6101012171705,51.29205616793066,48.84994524139777,53.736784859016936,46.81712482162497,43.23218082237244,55.79630244430318,60.289165796389646,51.92995200653082,50.758178923904886,40.25513392637987,105.16847903985935,161.02376016564784,-0.7260293948719194,0.5490163277781686,0
18,51.57123666297637,52.29158969562721,42.415707917458406,53.43419066632569,54.87211369582855,49.67232075948146,55.205092052607796,61.76917492491168,45.60972446251326,49.13578671015973,46.48718625280129,54.38295674175124,59.63531974668766,42.21986664272224,56.16323313066791,52.44580912113589,54.41872617545929,55.441862544890384,48.99392087818131,55.18786753256797,47.51020490259431,49.723847199977634,52.84626344468866,48.23885569810046,55.98332867061091,59.38189609804392,42.528750117752644,48.385416045326366,51.799494561714965,52.383536378001736,57.6577029802283,45.906529227176534,49.82437080055233,45.61518095338622,50.70578414775071,56.74553594847072,104.95906342435063,160.11820609247138,-2.4310315604114523,0.6652400531973915,0
19,45.45987962239394,46.42596370504265,45.20648135428208,52.99458002235455,49.92161020309501,56.65153975215358,42.45105931564257,58.37080178667382,41.93102465163377,52.847926924307124,41.999845603835105,49.906189910215886,50.988376766732955,52.19632292374267,48.86807275504857,50.14168084421081,46.805524452733486,51.439587753868054,55.93943715639712,52.333463204157226,50.62604977310226,51.657784712213264,51.06131074574328,44.81810102881762,50.028440060858536,46.05392053299493,56.325024497841426,48.473820542484916,44.60556654218597,50.928408589300844,47.324466235308755,50.93963927950768,45.46148386458766,50.5335305055367,43.01711985873688,47.15796177458707,102.77994888981972,155.16459554516422,,0.626506504331124,0
20,42.93848149332354,58.97262424196106,59.10483612633115,47.28153478443808,53.05142042946524,48.81230930053037,47.99527720088128,47.52512805380142,52.4685196234101,52.96578839699138,31.863961520807614,48.1047384861872,37.324627081256736,49.285958430173025,52.47235921964188,47.21540774234842,53.49445573472406,48.323314938412125,48.94047962848362,52.42563624096724,51.911944115453586,50.93910687863528,54.52346056610109,46.843615363583964,49.870946473948635,59.53559773022069,52.79543455050603,42.86107996862112,50.12754053510017,52.88787043417864,53.74398816612975,51.212315934252096,57.4912519432821,54.99622504645964,52.801185725610594,39.127823451235955,102.75669270725652,156.6897424798506,-2.7901347800904137,0.6778663237538874,0
21,57.32824384460777,57.724207312091295,61.06638959005652,55.00274162850769,58.828535742532814,47.122114483624394,58.26983709977287,49.072712932133776,51.21143293352318,54.270082544317205,49.36471840567704,54.27604323337335,54.33687179295244,44.639829539228515,51.957459050813604,59.432508451358004,56.789153135730174,50.21060513396512,55.169604692242814,50.360606662720315,50.62426337190861,51.395984071617114,49.71854340650676,55.59129271874032,49.49743069469879,53.0175866820579,52.00949695826582,47.547990798771444,57.62680710138141,49.64409806394316,50.87304281106998,51.67811010153711,53.7722222780412,42.68570810703079,53.73328555931907,53.212383746040146,106.44217844746896,164.54006538009898,-1.2493088275467679,0.6969695591104685,0
22,48.87111849756732,53.020487131777834,51.02494573654455,53.71598672462466,47.09760909776904,45.92504347815743,54.123094779100505,45.81083964246753,61.08141521528094,53.98547246026569,51.60351244869574,50.80325731543226,44.643356545193726,49.013576987179796,45.743971484257926,50.630610079033524,58.14917932929925,48.90700794984157,54.36379663730844,48.98363304201025,48.00351093319444,53.0439682805942,54.198570919646585,46.477548721655346,50.50812389455925,41.463101446097454,53.89431317327778,47.45654100473964,58.73484141159792,52.70137600441495,43.870411454745884,50.76525471028733,55.58254941312716,44.19578690296325,47.10038147011246,51.17993674840557,106.29473955391947,156.90393368543312,,0.5988422642928097,0
23,50.337641023439616,56.80503352384887,50.744713981206445,48.4551926458268,51.51437450329221,49.12726534397178,53.6965386027738,49.24568422925233,49.79604066345883,54.925748066130225,56.68868189071662,51.92277778485064,52.117260492775195,46.708117485800635,50.896828688429245,44.10981949871276,53.39480121665248,56.20669565575322,55.46180782924135,50.97016750385206,53.59986531186192,45.051290061120525,53.769656375328644,42.25223939345537,54.795174825609394,53.810150331047076,49.80821322817285,55.08956766725974,45.00461905246005,53.11155071067966,47.88635221861644,51.318813469955096,59.28079450076084,52.17106246404649,43.12905089619464,44.928734021763226,105.50854603143901,157.16446337224096,3.2392792187712427,0.7127336098398409,1
24,42.87625906893272,50.32395675061691,48.318398140852395,47.89120192404151,55.02196780467839,46.32376865610922,52.03848255689447,53.68073009733759,38.562934846529934,47.58469912951757,41.32494717874703,42.73407009406349,42.94574864280826,50.08015359207038,53.313585106513564,59.85684788907053,51.192613832051634,45.61150750403704,52.82762754414328,48.859798809002896,53.17995715467203,50.742359645798096,53.627652909337094,51.19064949878382,39.59926681795154,49.494496377631485,44.93315620455637,47.33812939247959,55.32731906672757,58.0677403184562,45.59009312285324,48.58834818950467,54.43009356442744,47.8608668628896,57.659269166181254,56.09894473505846,108.24084231195751,159.37918912228875,-1.142015206565448,0.6444595842756979,0
25,47.27808637737409,53.82718747187508,45.32757325845249,55.48616392832179,45.335481832667014,45.676091187304735,51.55240638266252,43.43158969610605,47.86289055790557,47.863880432011406,55.04599406521302,45.132176176867716,44.32619940795536,48.8965923782876,50.66278671451231,55.763905840683925,50.03793234230633,52.90435606130796,53.10154396295427,43.412114647609314,51.21173568228817,46.90657457536329,54.904935711395844,45.649824926998875,57.12686127951953,43.944777986145546,50.62085381457351,48.715812344430724,45.99992854838443,48.13484336749571,45.86807763171545,56.297826329976395,46.799030164056305,53.112861936971726,44.01418570058349,48.32999313905018,95.62067955623648,157.96800925983703,-0.9965550829881372,0.35626103279282373,0
26,50.554612948549334,57.388601476510374,56.87589528803622,51.16006919703832,50.89026414032902,45.55014937166453,47.65912448089128,57.8335299852023,47.76349908584703,51.01010759328643,47.56420405412576,50.416040035009345,49.67927931890456,52.30557742955195,50.5715879763796,47.581557682328445,49.93207108466424,46.020856395698694,43.04467326964869,39.25058396500614,49.12701580364457,46.05370462279099,48.04891413145094,47.477330230865,51.19215571576283,42.54234165572115,55.23226372174638,50.29639029716183,45.98676778157901,53.49695442178456,52.155441856867306,59.85776734643525,51.23553851620916,48.37093408764148,46.49412871770294,48.17420965773175,100.2339017124075,159.21414292999725,-0.8023275929513582,0.5393252862456014,0
27,44.24503211288849,51.22749340897156,59.36788196948568,55.22348584184071,59.36162262313181,45.84728647946601,47.20891741217987,54.572142365826856,43.83568773324312,59.794939467359185,49.69178372630953,54.456259915479386,51.98312539651235,48.82344885624035,45.73303059546118,50.45088939497272,59.31518474971416,56.435119594272614,54.39464976857096,49.240803672834566,53.7245271434274,53.749587268918674,49.976087565160874,54.261679771255636,56.62224829124821,52.63896290610216,46.541326197968765,50.56932527454781,44.32424142335563,48.74487762519227,49.89727330297342,49.74116465279129,41.347181603844156,52.66147844396027,41.56218478039384,52.85994367612293,102.97709816400726,172.78309297992757,1.3230269800120484,0.702733265367238,1
28,51.87849009172836,48.72406414242858,45.532904570803574,38.055129628236315,48.29874809770092,46.195838054913295,54.03066223780183,54.35445378235477,47.186969885029654,51.14079703770684,50.02889788870738,53.503359045460925,37.572457032926145,39.847399260592624,59.8934944555715,54.25471218492511,44.49054578624927,52.50221538703506,43.94168901117192,36.5143460912235,46.502504926229186,46.51596157105533,46.36003072434178,54.56027813677759,55.36643670700361,52.19198299570472,58.5316353766962,49.459276149516846,49.07355438955452,45.62238746371594,48.04652358070432,59.5224679274505,46.47828889943981,49.33102374716848,42.91371281482986,51.694670235698624,102.89019143391481,162.51026670020633,-1.1557598063484862,0.6772019662245335,0
29,46.99680655040598,41.47689020911442,49.58580810787699,50.49242548509731,55.341732690018944,51.9952636082927,47.30196218056362,51.9123581747517,49.25222112397192,58.388727538859364,49.94799179732097,46.4286326621964,45.27072287671629,45.72537394719518,46.628682602163316,52.591905721880934,55.23908468689393,52.40721540117533,57.73405345384848,50.66413730224116,51.74341159869183,48.600825265058695,49.8192534566126,51.462079650783764,49.620504294144745,45.451464965338175,40.149130456823045,46.70452132140284,53.89012468761939,50.65499556715602,43.87467733809496,42.9081481361741,51.32374121231834,50.724837764380155,50.11312845190226,54.25790762424438,108.02095812435729,160.11580188237323,1.3593851437584035,0.49354043714473234,0
30,48.54153125103362,49.58433237139253,47.75066849644916,42.11295456515313,49.29431561395114,40.20008738696431,51.41916290897431,45.48199225297867,49.69586602943416,57.40149221952858,39.83499169207413,51.775629039564144,54.34022994029105,45.581533374856534,48.15190568894979,54.81184679461359,44.48334050099855,52.63454450359909,56.35278255425365,52.99917334017433,52.08895224924779,45.70355948743769,51.87388003283975,46.15622647000007,51.80256993635696,50.52512506976346,50.97750502452956,55.26351647782004,50.7306568443384,57.089646803379814,57.32292845541862,60.32511766003292,46.99454295874827,57.43579578880249,51.24248146664521,46.83140609127434,104.84723519909531,167.87691402910198,-0.18047982572603824,0.5514615555662472,0
31,46.991466938853016,54.11711592281156,47.89880462567511,49.871057462566185,58.997935086584945,46.49123376008238,50.75867745662531,55.06050403906335,43.097787683522085,57.43600827034323,53.57920503660659,55.585375202679074,45.97974310523452,50.970108669727466,56.996370264045375,50.59189248021924,55.89441865158267,47.66442090276508,53.03327818016708,45.41846581601942,54.58664433584455,52.06641464846691,42.857928575563676,54.508384877747176,39.74824680566254,53.41163218426435,54.195011901124005,44.48588280172865,47.07253433417468,54.9322697108707,51.05239899334965,47.02703834291372,51.16169848885997,49.02072589039192,54.4230434815358,46.967919502578255,100.37345478668757,162.98648773019679,1.169963918334247,0.509181971453397,0
32,59.26139092254469,54.72816713783815,55.92954127714931,53.56910104172942,41.772660555814475,49.499350463208835,60.95943791242099,48.401345921106845,53.0468083691358,57.06195896748428,54.172603794747815,47.92923250559038,44.483199444989715,50.04060344634041,57.536868559487495,47.962109908352005,50.18395950900899,50.60730756224493,55.611420907265824,47.17132585699955,52.56021813196254,55.59297412378226,45.92550964681841,51.29617647469016,62.802854534071955,46.15894379006062,59.90932244875808,45.585877886421294,60.89387815876576,48.79673805469253,50.58820002194636,51.062125191291216,51.20839651504742,51.41582906396665,45.908990112217424,48.93652750292922,103.9247824735014,156.34071383713348,2.9269271857591095,0.5237218091116296,0
33,49.93251387631033,52.52182532859205,43.44019227316939,58.695700728745514,50.32478095505142,55.74312310089069,49.19788851831655,41.557360131936015,58.17969296260298,45.25694889232267,54.783386568122076,47.2594741683164,47.930736314722225,55.06562451957751,48.79725978766962,50.661430960871854,49.61147774214619,47.71627600816414,41.81407949884658,57.21224242577691,48.41142690490481,50.262511828087554,48.266422536422176,48.155602031395226,46.92620675906894,49.71717827311772,53.422587544911636,51.99893465414032,51.559505582575696,47.88645230543189,52.91639974397602,48.48080226251718,55.31273407707697,45.975784442493485,51.31351463147047,49.86427469833958,104.92250757376522,157.7183579947133,-2.9023019174025726,0.5891773639432776,0
34,44.7114453552205,47.2935045251888,52.33234845468153,45.30916635781407,42.60572652427055,48.77036480461708,55.84231656126001,50.397896661968005,51.40279574868914,44.60614998664459,52.43738060173177,53.46016802812707,58.04490485371725,49.39202962414574,49.6654619785527,44.68360249683446,51.69907907148023,46.619045870345715,47.29222734829,43.611507626504746,55.86419585704387,44.60231924453298,50.546138200566396,45.71865964857162,41.42808918019334,56.26416174981594,41.71272292523358,48.611698797399406,54.46724584993452,51.34463890051086,43.28387236555125,52.505757121958155,45.46005603337353,54.421013711486594,54.488904425689135,53.980457331232785,107.26477864143088,160.56683769155575,1.012699757406892,0.4740293090115751,0
35,54.11272456051594,40.115892155262046,53.64119053652933,47.371475973490085,46.49561591859553,49.233383160586634,53.53652552831957,44.20488139886747,55.53183929375213,45.6963813971299,48.96439596309286,56.569926505537,54.25591677521315,44.789932403355614,55.26053517078154,48.74296904466075,57.0085585034306,52.28748875206211,49.084911415549286,56.224411852569645,54.228676428672976,42.22205004027533,47.86380261752464,56.45450888120773,43.326430613542634,49.07209137661841,52.13668293115297,54.16987372644145,48.388639251939665,51.20806644403889,42.34357463644534,45.179631066671334,52.3521208484098,48.79969921103597,50.5637781880444,54.204075638983504,105.5839227176952,158.84915773996534,-0.9354812068257771,0.7023883404766668,0
36,43.89578175014489,47.523924509976325,49.289244131990905,49.522335464622316,46.465906073524025,49.5602664801094,49.41378556293834,46.97458552815646,50.90656339447476,55.59318721908318,42.65992742568684,50.78312173445528,51.757410874883384,50.85383244016946,55.34002645504061,50.24614769671476,55.16237578758426,39.821567940676275,55.75031495368587,47.90886112172965,43.87990130280468,46.63884436959366,44.34683105268322,54.529437194107345,48.7717556548351,55.82891640660266,37.923522665181935,52.85550341533409,53.3766222545683,45.57273627892725,48.285443931420104,52.97939344138574,48.78468153755267,43.06602202228758,52.87481995498138,48.71492122130614,100.6241373264996,160.01499416885392,1.3817812115014636,0.39296684708696433,0
37,51.04431797502378,48.478275644730246,54.46533913493386,45.12734449269055,48.66521846433073,40.88156173111137,43.780063321197204,53.53355727153627,44.76763809243955,48.61799284337927,52.24267497220633,43.52338033984042,49.23126098967787,53.110278027415646,51.830931632216036,52.01560676195028,52.05605497973462,45.264402798690256,43.421523871750175,48.452154354211885,52.62102706540074,52.801762399108064,47.444968293058494,46.884715892711995,55.93839840230952,48.50941203590413,57.64748578582274,57.46587555292908,48.024171153030984,52.44343969141225,50.51961096016124,60.17768084258076,55.66597921725911,45.71771484599266,48.82430925945067,50.636885347276085,103.87344108471495,170.05866470785452,,0.6130549514624684,0
38,40.201649380601125,48.43535516404993,50.73825920268725,54.892798643946286,44.0585432465234,53.29546550462466,49.735182209451764,49.401863111402704,51.35456979349207,46.99364987629964,50.192704767424054,52.54817942842698,53.50937889463396,48.627852714250515,53.31391549469435,58.62287688050925,47.35513527178455,52.43802355825038,47.13695802613051,44.056702142861916,51.62386857763544,49.85011138485806,57.00828064827661,49.08498381848532,49.577170289238914,41.535185158387215,56.90465365399422,51.600225560689154,49.05052057569097,44.82098914844019,48.261061524698725,48.808682189985305,56.816850952305025,47.17861335126413,44.68686720358085,41.98474993853098,100.51968921432453,162.667647115849,,0.41930204231096263,0
39,43.359069755507846,53.092781784889624,56.08564960578056,49.649527273171884,49.64130221220244,53.08710785105687,54.496182133736,49.812761013466066,47.487222325946355,47.91388249033408,49.987746084400754,52.50393616475678,53.747634416769664,53.82864062349715,51.2510838973697,45.09279140155799,46.732194000970026,44.85364930124525,41.55316543422421,56.315217408653275,55.553543946559856,47.79555446092622,45.36292831929114,51.37486740659026,40.51994058905466,46.62965083685027,44.628277248457564,42.00549718309231,60.08886353662916,51.44818560344025,39.74814381799116,52.58462019491148,56.652163403551164,53.62878725586366,51.41153187465298,49.35670885631972,103.30358536140999,158.49575175776397,-0.42622679775622063,0.5406706274442592,0
